item_id,title,description,price,image_path
219,bliss Triple Oxygen Radiant Protection Energizing Serum 1 fl. oz,"This concentrated serum promotes healthy, younger looking skin with renewed vitality giving you a beautifully radiant and more youthful looking complexion while helping defend your skin against environmental aggressors, stress and premature signs of aging. Our luxurious yet lightweight formula evens skin tone, softens the look of fine, dry lines and wrinkles and promotes a luminous glow. By Bliss",,images/item_000219.jpg
220,"La Roche-Posay Effaclar Deep Cleansing Foaming Cream Cleanser, 4.2 Fl. Oz.","Amazon is an authorized retailer of La Roche-Posay products. La Roche-Posay Effaclar Deep Cleansing Foaming Cream Face Wash is a daily facial cleanser for oily skin. This face wash helps to cleanse skin thoroughly and visibly tightens pores while removing excess oil. This daily cleanser contains Glycerin to help provide moisture and Coco-glucoside to help thoroughly cleanse the skin. This cleanser is: Use as a daily facial cleanser for oily skin. Cleanse morning and/or in the evening. Gently enough for everyday use. Lather the cream cleanser with lukewarm water between palms and apply to wet face, massaging the skin gently. Rinse thoroughly with water and dry without rubbing. Avoid eye area. Ingredients: Water , Glycerin , Myristic Acid , Potassium Hydroxide , Glyceryl Stearate Se , Stearic Acid , Lauric Acid , Palmitic Acid , Coco-Glucoside , Tetrasodium EDTA , Parfum , Salicylic Acid. Product packaging may vary. Recommended by 25,000 dermatologists worldwide, La Roche-Posay offers unique daily skincare developed using a strict formulation charter and stringent clinical testing for efficacy and safety, even on sensitive skin. <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/83e95b56-a05d-4a37-b7fb-c33d7eb2a3f2._SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/06a22532-7220-4615-806e-91ebf535e620._SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/3810b067-0458-4994-9373-725302b912a4._SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> Dermatologists recommend washing your face twice a day with a gentle face cleanser. In the morning, to remove all the oils that have accumulated on the face overnight, and in the evening to remove the days makeup, dirt, and pollutants, all of which can exacerbate acne and premature aging. Use as a daily facial cleanser for oily skin. Cleanse morning and/or in the evening. Gently enough for everyday use. Lather the cream cleanser with lukewarm water between palms and apply to wet face, massaging the skin gently. Rinse thoroughly with water and dry without rubbing. Avoid eye area. Effaclar offers breakthrough solutions for acne and oily skin developed with dermatologists for fast visible results. Effaclar formulas are dermatologist tested to be suitable on sensitive skin. This is a critical part of the La Roche-Posay mission to improve quality of life through skin.",$22.99,images/item_000220.jpg
221,"jane iredale Smooth Affair Facial Primer and Brightener, 1.70 oz.","This skin-quenching primer prepares the skin so makeup goes on easier and lasts longer. It also helps to maintain skins youthful appearance and minimize the appearance of pores and fine lines while bringing out natural radiance. jane iredale is a comprehensive line of mineral makeup developed to enhance the lives of women by delivering personal, natural beauty to lift her health and spirit. Smooth Affair Facial Primer &amp; Brightener evens skin tone, minimizes the appearance of pores and increases luminosity. This skin nourishing primer is the first step in the Power of Three that will leave your skin looking and feeling amazing. <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/1b795e75-fbf3-4b72-a172-316056d39200._SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/3545dc6d-57e2-41e8-b363-5ab76d84c4de._SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/064efe62-5e7f-441b-8896-fd4ac82b4806._SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> First, prep your skin by applying a pea-sized amount all over the face using fingers until absorbed. Next, apply any of our five mineral foundations that act as foundation, concealer, sunscreen and skincare in one: PurePressed Base, Amazing Base, Glow Time Full Coverage Mineral BB Cream, Liquid Minerals or Dream Tint Tinted Moisturizer. Finally, set your makeup beautifully with any of our hydration sprays; POMMISST, Balance, D2O or Lemongrass Love.",$48.00,images/item_000221.jpg
222,"JACK BLACK &ndash; Dry Down Friction-Free Powder &ndash; Performance Remedy, Sports Therapy Skincare, Talc-Free Formula, Absorbs Moisture, Protection from Friction, Chafe-Free Workouts, 6 oz.","Working out produces sweat, which can irritate sensitive skin. To avoid friction and rash, using an effective powder that absorbs moisture quickly is a proactive solution. Jack Black Dry Down Friction-Free Powder is a fine-textured talc-free formula that absorbs moisture quickly. This powerful and effective Performance Remedy line of sports therapy powder offers protection from friction and irritation for comfort in the most demanding environments. Our Dry Down powder has been carefully formulated to keep your skin smooth, silky, and dry for enhanced comfort and chafe-free workouts. Jack Black uses high-quality ingredients that are designed to enhance sports activity, not impede performance. Weve added pure cornstarch to absorb excess moisture with a silky yet refined texture. Green tea extract is a powerful antioxidant with anti-inflammatory properties. Cucumber extract is rich in vitamins, minerals, and antioxidants, which tone, soften, and soothe the skin upon application. Lavender is also included, which is an aromatic essential oil known for its deodorizing, antibacterial, and soothing properties. Jack Blacks Performance Remedy line of sports therapy skincare was created to soothe, heal, revitalize, and replenish the parts of you that need a little tenderness after working and playing hard. For optimal performance, use Jack Black Dry Down Friction-Free Powder before workouts or sports to enhance comfort and protect sensitive body areas from chafing and irritation. Use it any time for superior natural protection from moisture and to provide all-day dryness and freshness. A potent antioxidant with anti-inflammatory properties. Rich in vitamins, minerals, and antioxidants that help tone, soften, and soothe skin. An aromatic essential oil known for its antibacterial, deodorizing, and soothing properties. Absorbs excess moisture with a silky, refined texture.",$20.85,images/item_000222.jpg
223,"Replenix UltiMATTE Perfection Tinted Sunscreen SPF 50+ for Face and Body, BB Cream with Zinc Oxide and Antioxidants, 1.6 Oz","<table width=""863""> <tbody> <tr> <td width=""863"">This tinted, skin enhancing SPF 50 sunscreen and make-up base combines superior broad spectrum protection with all day oil control, gentle hydration and age defying antioxidant benefits. Using the latest Zinc Oxide technology and pharmaceutical-grade ingredients, this tinted antioxidant sunscreen is a physician favorite and staple in any anti-photoaging regimen. Universal Pigment Technology reduces the visible signs of aging and evens skin tone.&nbsp; This SPF sunscreen tinted can be worn alone or under makeup. <br /> <br /> FEATURES AND BENEFITS<br /> -&nbsp; Mattifying, provides all-day oil control<br /> -&nbsp; SPF 50+ physical protection from pharmaceutical-grade, finely milled, micronized Zinc Oxide<br /> -&nbsp; Lightweight formula is breathable on skin <br /> -&nbsp; Antioxidants for advanced protection against free radicals <br /> -&nbsp; Universal Pigment for all skin tones with a sheer, healthy touch of color to conceal imperfections<br /> -&nbsp; Ceramides and Phospholipids provide gentle hydration for even the most sensitive skin<br /> <br /> Paraben-free, Oil-free, Chemical-free, Fragrance-free<br /> Non-comedogenic (will not clog pores)<br /> Perfect for all skin types particularly post-procedure, melasma and those with sensitive skin<br /> <br /> Active Ingredient: Zinc Oxide 16.2%</td> </tr> </tbody> </table> Replenix pharmaceutical-grade formulas combine natural green tea polyphenols with other proven anti-aging ingredients like hyaluronic acid, peptides, caffeine and retinol to rejuvenate your complexion. <img alt=""Sunscreen"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/abee2e07-87e7-4997-9b1b-74b1aaf50fc5._CR0,0,220,220_PT0_SX220__.jpg""> <img alt=""Sunscreen formula"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/0178c4ff-4c3a-41c6-8fcf-9c6b0900cbbd._CR0,0,220,220_PT0_SX220__.jpg""> <img alt=""Replenix Sunscreen"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/15e5e137-fc3a-4180-854d-f231cdaedcdb._CR0,0,220,220_PT0_SX220__.jpg""> <img alt=""dermatologist"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/b6fc8e8e-8daf-4c97-935c-3f925551d81e._CR0,0,220,220_PT0_SX220__.jpg"">",$43.00,images/item_000223.jpg
224,Calvin Klein Eternity Now Eau de Parfum Spray,"One of the world's leading lifestyle brands, Calvin Klein is synonymous with authentic modern minimalist style. Everything it creates clothing, accessories, home designbecomes a timeless classic. The label's award-winning fragrances are no exception. Calvin Klein's portfolio of bold and iconic scents continues to redefine the world of perfume. Eternity Now captures the thrill and raw emotion of new love. The sudden, powerful realization that forever starts now. Eternity Now is a bright floral fragrance that radiates youthful energy. From the house of Calvin Klein, it translates the attraction and power of a beautiful love story about to unfold. The fragrance opens with a bold burst of freshness. Juicy nectarine, succulent lychee and quince sorbet envelop the skin with light, fruity nuances. The heart of Eternity Now for Women blooms with a floral bouquet of peony, peach blossoms and dewy neroli petals, leading to the dry down of a soft cashmere veil, traces of sensual ambrox and precious musks. Eternity Now by Calvin Klein reinterprets the iconic Eternity bottle in a fresh, contemporary way. The juice within is colored a romantic pink. ETERNITY NOW powerful. exhilarating. unstoppable. an irresistible attraction a moment like no other the thrill, the promise suddenly, unexpectedly, completely, you are my forever Eternity Now captures the thrill and raw emotion of new love. The sudden, powerful realization that forever starts now. From the house of Calvin Klein, it translates the attraction and power of a beautiful love story about to unfold.",$92.00,images/item_000224.jpg
225,Bronze Buffer Self-Tan Remover,"Bronze Buffer is a soft, cushiony sponge that instantly removes self-tanner streaks, application mishaps and color buildup from palms, wrists, elbows, knees, ankles, feet and beyond. With just a little water, Bronze Buffer's gentle exfoliation removes unwanted self-tanner from the uppermost layers of skin without added ingredients or chemicals. Bronze Buffer takes the stress out of self-tanning because you dont have to live with faux tan faux pas anymore. With just a little water, Bronze Buffers gentle exfoliation removes unwanted self-tanner on the uppermost layers of skin, leaving you with a flawless, natural-looking golden glow, and the sponges points are ideal for small spots like between the fingers and toes, and for precise removal so good color remains intact. The only way to refine results After color develops, dont self-tan without it!",$10.00,images/item_000225.jpg
226,"butter LONDON Iconoclast Mega Volume Lacquer Mascara, Brilliant Black, 0.22 fl. oz.","Rock your rebel edge with high-impact mascara that lasts as long as you do. Revolutionary patent shine fusion polymers deliver intense, jet-black shine and beautiful lift for ultra-bold lashes. We believe playful is beautiful and we encourage you to live a little with lively luxe products you can trust. - Increase your volume by 300% with just one coat. - 94% saw instant volume. - 91% saw significantly longer lashes. - Double-Feature molded brush gives defines, separates and lifts lashes. - Condition your lashes with Shea, Murumuru, Mango, and Cupuacu Butters. - Patent Shine Fusion Polymers delivers jet-black shine. - No clumping, smudging, or flaking.",$20.00,images/item_000226.jpg
227,Jack Black Double-Duty Face Moisturizer SPF 20,"For nearly two decades, men searching for superior skincare products that produce exceptional results without complicated ingredients have depended on Jack Black. Double-Duty Face Moisturizer is an advanced facial treatment and broad-spectrum sunscreen in one easy-to-use product. The emollient formula improves the skins overall appearance and provides lasting hydration without oiliness or heaviness. This lightweight moisturizer contains potent antioxidants and vitamins that offer broad-spectrum UVA and UVB protection. The SPF-20 formula shields skin from premature aging due to sun exposure. Blue algae extract is a rich source of Vitamin E, which helps keep skin supple and reduces inflammation. Sea parsley contains a combination of naturally occurring Vitamins (A &amp; C) and minerals, which work together to improve the skins appearance. Rosemary fights bacteria and encourages healing. An infusion of vitamins A and E protects skin from free-radical damage, and phospholipids bind moisture in the skin and support the natural skin barrier. Jack Blacks sunscreen and advanced facial treatment is easy to use. Simply apply to clean face and neck. Use daily in the morning after shaving for protection from the sun. Be proactive about your skins health by choosing this advanced facial treatment and broad-spectrum sunscreen that works: Nothing complicated, nothing cosmeticjust superior skincare. Jack Blacks Double-Duty Face Moisturizer is a part of the PureScience collection. PureScience uses proprietary formulation technology created for environmentally conscious consumers. These products fuse the latest skincare innovations with healing botanicals, certified organic ingredients, vitamins and antioxidants to deliver immediate, visible results. All PureScience formulas are fragrance-free, paraben-free, colorant-free, cruelty-free and vegan. By Jack Black",$17.50,images/item_000227.jpg
228,"Antica Farmacista Bath and Shower Wash, 10 Fl Oz","Antica Farmacista Fragranced Bath & Shower Wash allows you to start the day or end it enveloped in a transporting scent. Enriched with sweet almond oil, silk amino acids and proteins, chamomile extract and honey, this foaming body wash creates a rich lather that cleanses skin while leaving it silky, moisturized and nourished. By Antica Farmacista",,images/item_000228.jpg
229,theBalm Meet Matte Hughes Lip Color,"Introducing a matte liquid lipstick that you can depend on - Meet Matt(e) Hughes. These long-wearing liquid lip colors from the Balm Cosmetics apply smoothly and dry down to a comfortable matte finish. Don't be afraid to show your true colors with these highly-pigmented shades, in a long lasting formula that's ready to commit. theBalm Cosmetics boasts a complete line of high-quality, easy-to-use color cosmetics. <span class=""a-size-small a-color-secondary"">
        Net Weight: .25 fl oz
    </span> Introducing a truly loyal long-lasting liquid lipstickMeet Matt(e) Hughes. With twelve dreamy shades to choose from, you can take your pick from this hopelessly devoted collection. This long-wearing formula has a comfortable matte finish with no commitment issues. These matte vanilla mint liquid lipsticks are stuck on you without feeling clingy! theBalm Cosmetics boasts a complete line of makeup, skin care, hair care and nail polish. With a &#034;beauty in five minutes&#034; philosophy, theBalm&#039;s multi-use, mega fabulous products have become its calling card, offering quick fixes and wondrous solutions for a wide range of beauty wants and needs. The company&#039;s wearable colors and fantastic formulas allow women to release their inner artist so they can look and feel fabulous. In 2004, Marissa Shipman, founder of theBalm, realized there were a few simple products she needed to help her look and feel glam all the time and if she needed them, other women did too... Marissa decided to indulge her cosmetic curiosities; she got on Amazon where she bought 11 books on how to make makeup and started mixing in her kitchen. &#034;I went makeup crazy. I incorporated the company, worked out a budget, hired a chemist and designed a website.&#034; She began integrating anti-aging ingredients, triple-milled pigments, fabulous scents...and theBalm was born. Fast forward eleven years, you can now find theBalm&#039;s Paraben and Cruelty-Free products worldwide.",$17.00,images/item_000229.jpg
230,"Vichy Normaderm Beautifying Salicylic Acid Acne Treatment, 1.7 Fl. Oz.","<br> Amazon is an authorized retailer of Vichy products </br><br> Acne treatment moisturizer for adults with acne-prone skin.</br><br> INNOVATION: Vichy's new formula with [Air Licium + Phe resorcinol] technology acts on the appearance of pores and shine. With Salicylic Acid to treat acne. Day after day blemish appear reduced leaving your skin looking radiant and beautiful. </br><br> SENSITIVE SKIN: Facial lotion is suitable for sensitive skin. Tested under dermatological control on light to dark skin phototypes. </br><br><ul><li> Paraben-free </li><li> Non-comedogenic. </li></ul></br><br> PLEASURE: Fresh, non-greasy texture, clean skin feeling. Excellent makeup base. </br><br> APPLICATION: Cleanser skin thoroughly before applying the product. Apply to the entire affected area one to three times daily or as directed by doctor. Avoid the eye area.</br><br>ACTIVE INGREDIENTS: SALICYLIC ACID 1.50% COSMETIC INGREDIENTS: WATER  DIMETHICONE  GLYCERIN  HYDROGENATED POLYISOBUTENE  ALCOHOL DENAT.  BUTYLENE GLYCOL  GLYCERYL STEARATE  AMMONIUM POLYACRYLOYLDIMETHYL TAURATE  ISOPROPYL LAUROYL SARCOSINATE  OCTYLDODECANOL  BHT  PEG-100 STEARATE  STEARYL ALCOHOL  ISOBUTANE  DIMETHICONE/VINYL  DIMETHICONE CROSSPOLYMER  BLUE 1  SILICA SILYLATE  SODIUM HYDROXIDE  SILICA  SODIUM POLYACRYLATE  PERLITE  PHENYLETHYL RESORCINOL  POLOXAMER 338  DISODIUM EDTA  TOCOPHEROL  CAPRYLOYL SALICYLIC ACID  CAPRYLOYL GLYCINE  XANTHAN GUM  T-BUTYL ALCOHOL  ACRYLONITRILE/METHYL METHACRYLATE/VINYLIDENE CHLORIDE COPOLYMER  FRAGRANCE</br><br> Product packaging may vary</br> Founded in France in 1931, Vichys formulas combine clinically-proven ingredients with mineral-rich volcanic water to deliver real results to women of all ages. Today, Vichy is the #1 Anti-Aging Brand in European pharmacies. <img alt=""anti aging cream anti wrinkle cream face moisturizer moisturizer facial moisturizer face cream"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/cf265882-1013-4f2c-987f-6917e5572a93._SL220__.jpg""> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/ef1965d5-baf7-420d-a9ed-228933730c2f.jpg"">
            <img alt=""anti aging cream anti wrinkle cream face moisturizer moisturizer facial moisturizer face cream"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/ef1965d5-baf7-420d-a9ed-228933730c2f._SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/ef1965d5-baf7-420d-a9ed-228933730c2f.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/a30a7cf5-23af-4c3e-bf1d-58b9b6ab7e29.jpg"">
            <img alt=""anti aging cream anti wrinkle cream face moisturizer moisturizer facial moisturizer face cream"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/a30a7cf5-23af-4c3e-bf1d-58b9b6ab7e29._SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/a30a7cf5-23af-4c3e-bf1d-58b9b6ab7e29.jpg"">
                View larger
            </a>
        </div> <img alt=""anti aging cream anti wrinkle cream face moisturizer moisturizer facial moisturizer face cream"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/145be03c-c850-4993-9533-08bbeede7295._SL220__.jpg""> <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/17be76f9-d6ed-46a1-b959-e4f0631f42dd._SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/c57b37e6-198a-408f-9286-f32941b309ce._SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/61fa09cb-8676-4037-984a-7da1f4b2b1aa._SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> There are many factors that can disrupt the health of your skin. For acne prone skin with imperfections, it helps to eat a well-balanced diet, drink at least 48 ounces of water daily, find ways to reduce stress, minimize sun exposure, and always wear a daily sunscreen. Safety is at the heart of the Vichy formulas as there is no compromise made for safety on skin, so you can feel safe about the formula helping to clear your skin imperfections. Normaderm Beautifying Anti-Acne Care Lotion is Paraben free. Non comedogenic. Tested on sensitive skin under dermatological control for safety. Whats the French secret for beautiful healthy skin? Clear, smooth, radiant looking skin is achievable with the right skincare routine for you. For acne-prone, oily skin, Salicylic Acid, is a key ingredient in helping to reduce these signs of imperfections.",$25.00,images/item_000230.jpg
231,GLYTONE KP Kit,"To retexturize. The 2-step system for keratosis pilaris incorporates intensive glycolic acid levels to rid the skin of unsightly bumps and reveal smooth supple skin. Kit contains Body Lotion + Exfoliating Body Wash + Shower Pouf. Exfoliating Body Wash - Squeeze an ample amount onto a bath pouf or wet washcloth and massage over the entire body, working into a rich lather. Use once a day or as directed by your physician. Concentrate on areas of the body that are the roughest and driest. Rinse thoroughly. Exfoliating Body Lotion - Apply daily to arms, back of hands, legs and other parts of the body that require special attention. Not recommended for the face, or immediately after shaving or hair removal.Reduce the appearance of rough skin and scaly plaques. Glytone, transforming solutions for beautiful and healthy looking skin",$68.00,images/item_000231.jpg
232,essie Nail Color Polish,"It is the ultimate color authority offering a line of superior nail polishes. It provides flawless coverage along with outstanding durability, a chip-resistant formula and whimsical names in the most up-to-the-minute colors. after 31 years essies got the perfect combination for a flawless manicure!",$9.00,images/item_000232.jpg
233,ORIBE Gold Lust Repair &amp; Restore Shampoo,"Reawaken your hair to its glossiest, healthiest prime. This rejuvenating cleanser combines centuries-old healing oils and extracts-cypress, argan and maracuja-with our revolutionary bio-restorative complex to balance the scalp and reinforce the inner strength of each strand. Oribe, the eponymous line from one of the most influential hairdressers of all time is specifically tailored to meet the hair needs of the truly glamorous. These are the products of the hair obsessed. - Oribe Signature Complex (Watermelon, Lychee and Edelweiss Flower Extracts) defends hair from oxidative stress, photoaging and the deterioration of natural keratin, all while protecting from the drying, damaging and color-depleting effects of the elements. - Mediterranean Cypress Extract, known in ancient times as a symbol of immortality, deeply moisturizes for long-lasting repair and youth restoration. - Argan Oil adds healthy shine, repairs damage and controls frizz. - Maracuja Oil, derived from Passion Fruit, replenishes and restores hairs natural moisture. - Bio-Restorative Complex, including Plant Collagen, Caffeine, Biotin and Niacinamide, repairs damage by penetrating the root to fortify, deeply nourish and strengthen the cuticle from the inside out while also stimulating scalp circulation and rejuvenating hair follicles. - Bromelain, an enzyme derived from pineapple, gently exfoliates and balances the scalp to cultivate the optimal environment for hair health. - Amino Acid Complex, developed to closely resemble the proteins in the hair cortex, provides moisture to hair and scalp, strengthens and repairs damage on the cuticle. - Dermatologist tested. Formulated without parabens, sulfates or sodium chloride. Color and keratin treatment safe. UV protection for hair. Vegan, cruelty-free and gluten-free. <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/41ce68bf-1408-44cb-b3dc-8c1141bff886.jpeg"">
            <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/41ce68bf-1408-44cb-b3dc-8c1141bff886._SL220__.jpeg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/41ce68bf-1408-44cb-b3dc-8c1141bff886.jpeg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/c8160256-f5f1-491a-8091-a52d1c918889.jpeg"">
            <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/c8160256-f5f1-491a-8091-a52d1c918889._SL220__.jpeg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/c8160256-f5f1-491a-8091-a52d1c918889.jpeg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/2ac8317b-5246-4c97-970b-f3af52ce2049.jpeg"">
            <img alt=""Gold Lust Transformative Masque"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/2ac8317b-5246-4c97-970b-f3af52ce2049._SL220__.jpeg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/2ac8317b-5246-4c97-970b-f3af52ce2049.jpeg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/c9cad698-9be0-41f6-8d35-31cd337de1c6.jpeg"">
            <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/c9cad698-9be0-41f6-8d35-31cd337de1c6._SL220__.jpeg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/c9cad698-9be0-41f6-8d35-31cd337de1c6.jpeg"">
                View larger
            </a>
        </div> Oribe Hair Care was founded with the goal of creating a new kind of hair company, one that was designed with the most discriminating customers in mind. When developing the line, we didn&#039;t want to compromise on any detail. We leveraged skin care technology and natural actives to deliver high-performance, treatment-based products- all while never forgetting that healthy hair is the underpinning for sexy, glamorous styling. Each product has been created to ensure the highest results, leaving us with a best-in-class collection that truly meets the needs of the hair-obsessed.",$49.00,images/item_000233.jpg
234,essie Nail Color Polish,"Essie nail lacquer goes on smooth and last long Shimmering soft pink shade Chip-resistant DBP, Toluene and Formaldehyde free. after 31 years essies got the perfect combination for a flawless manicure!",,images/item_000234.jpg
235,em michelle phan The Life Palette,"Inspired by Michelle Phan's favorites things - from looks she always wears, to colors she can never live without. This personalized color palette has must-have shades to create a variety of romantic, classic and bold beauty looks. Neutral tones of taupe and black with pops of purple and teal, soft nudes and pinks for cheeks, and cranberry tones for lips will have you falling in love with this palette. <link rel=""stylesheet"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplus/resources/LuxuryAPlus.css""><script src=""https://images-na.ssl-images-amazon.com/images/G/01/aplus/resources/LuxuryAPlus.js""></script> <div class=""acs-ux-wrap""> <div class=""acs-ux-wrapfix""> <div id=""luxury-aplus-mod1"" class=""acs-ux-aplus-module1"" > <div class=""acs-ux-aplus-module1-leftwrap a-spacing-large""> <div class=""acs-ux-aplus-module1-mainimg""> <img src=""https://images-na.ssl-images-amazon.com/images/G/01/aplus/detail-page/emmichellephan/Love_Life._V319047520_.jpg"" id=""aplus-mod1-mainimage"" class=""a-spacing-mini"" ><br> <span id=""aplus-mod1-mainimage-infotext"" class=""a-color-secondary a-size-small ""></span>",$59.00,images/item_000235.jpg
236,Baxter of California Comb,"A full-sized Baxter of California comb. Handcrafted of polished, tortoiseshell-print acetate, following a precise 12-step process. Tapered teeth and rounded tips for comfort. <img alt=""Beard Comb"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/403c1522-af85-4b32-b2e8-8eb491315a01._CR0,0,220,220_PT0_SX220__.jpg""> <img alt=""Pocket Comb"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/f8c8d8b5-8682-4357-bc1b-a1ef45cf44a5._CR0,0,220,220_PT0_SX220__.jpg""> <img alt=""Large Comb"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/aea9a258-3c4a-47ca-a26f-85183efa06b4._CR0,0,220,220_PT0_SX220__.jpg""> <img alt=""Comb"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/9ccb6cc6-4496-470a-9bae-512b7aa154da._CR0,0,220,220_PT0_SX220__.jpg""> Baxter of California was created to defy the expected. Our thoughtfully curated collection of superior hair, skin, and shave essentials are designed to unleash what makes you, you. Youve got your own story, your own signature statement. We offer a curated collection of grooming must-haves to free your best self and fuel your next level. Our superior assortment of hair, skin and shaving essentials gets the job done in the simplest, most powerful way possible. Since 1965, our top-notch products have proven that premium doesnt have to be pretentious. Performance is everything so every formula is tried and tested at Baxter Finley Barber + Shop in Los Angeles. Baxter of California. Write your signature. <img alt=""Hair"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/8cf53f31-c783-4680-ba70-f8d159b3e2ed._CR0,0,220,220_PT0_SX220__.jpg""> <img alt=""Skin"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/2012a10f-be84-47ee-96b3-015d0bf22f8f._CR0,0,220,220_PT0_SX220__.jpg""> <img alt=""Shave"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/e044ed53-7c7c-4607-8df9-b2adda5060fb._CR0,0,220,220_PT0_SX220__.jpg""> <img alt=""Body"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/83ce4bdc-e4c5-4e9c-91dc-8813f6def13f._CR0,0,220,220_PT0_SX220__.jpg"">",$20.00,images/item_000236.jpg
237,"Mario Badescu Rose Hips Nourishing Oil, 1 oz.","This lightweight, quickly absorbed facial oil is designed to reduce flakiness and surface dehydration. A few drops used twice daily under your moisturizer will improve the texture and hydration of the skin. High in antioxidant vitamin C. Very gentle and non-irritating, even on the most sensitive skin.",$22.00,images/item_000237.jpg
